,Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA
0,2012-05-18,42.049999,45.0,38.0,38.23,38.23,573576400,,
1,2012-05-21,36.529999,36.66,33.0,34.029999,34.029999,168192700,,
2,2012-05-22,32.610001,33.59,30.940001,31.0,31.0,101786600,,
3,2012-05-23,31.370001,32.5,31.360001,32.0,32.0,73600000,,
4,2012-05-24,32.950001,33.209999,31.77,33.029999,33.029999,50237200,,
5,2012-05-25,32.900002,32.950001,31.110001,31.91,31.91,37149800,,
6,2012-05-29,31.48,31.690001,28.65,28.84,28.84,78063400,,
7,2012-05-30,28.700001,29.549999,27.860001,28.190001,28.190001,57267900,,
8,2012-05-31,28.549999,29.67,26.83,29.6,29.6,111639200,,
9,2012-06-01,28.889999,29.15,27.389999,27.719999,27.719999,41855500,,31.454999800000003
10,2012-06-04,27.200001,27.65,26.440001,26.9,26.9,35230300,,30.321999799999997
11,2012-06-05,26.700001,27.76,25.75,25.870001,25.870001,42473400,,29.506
12,2012-06-06,26.07,27.17,25.52,26.809999,26.809999,61489200,,29.086999900000002
13,2012-06-07,27.0,27.35,26.15,26.309999,26.309999,26159500,,28.517999800000002
14,2012-06-08,26.549999,27.76,26.440001,27.1,27.1,38034000,28.316292493897684,27.9249999
15,2012-06-11,27.18,28.07,26.84,27.01,27.01,28219600,28.092027884046434,27.4349999
16,2012-06-12,27.48,27.77,26.959999,27.4,27.4,15816800,30.65501370114864,27.290999899999996
17,2012-06-13,27.66,28.1,27.1,27.27,27.27,17102800,30.267744773076274,27.198999800000003
18,2012-06-14,27.65,28.32,27.379999,28.290001,28.290001,16855000,36.99346312813736,27.0679999
19,2012-06-15,28.51,30.1,28.35,30.01,30.01,43563800,46.38439071571297,27.297000000000004
20,2012-06-18,29.959999,32.080002,29.41,31.41,31.41,42978900,52.579809917441175,27.748
21,2012-06-19,31.540001,32.18,30.700001,31.91,31.91,30849000,54.597639730387755,28.3519999
22,2012-06-20,31.92,31.93,31.15,31.6,31.6,15553600,53.089281611246534,28.831
23,2012-06-21,31.67,32.5,31.51,31.84,31.84,21875300,54.14548351632875,29.384000099999998
24,2012-06-22,32.41,33.450001,32.060001,33.049999,33.049999,74834000,59.140391754344584,29.979000000000003
25,2012-06-25,32.860001,33.02,31.549999,32.060001,32.060001,24352900,53.96121095268846,30.484000099999996
26,2012-06-26,32.689999,33.439999,32.5,33.099998,33.099998,24858700,58.11128952219863,31.053999899999997
27,2012-06-27,32.459999,32.900002,31.9,32.23,32.23,28568000,53.746591466251914,31.5499999
28,2012-06-28,31.959999,32.189999,30.9,31.360001,31.360001,17713300,49.7245226447099,31.856999899999998
29,2012-06-29,31.92,31.99,30.76,31.1,31.1,19526900,48.55509244758597,31.965999900000003
30,2012-07-02,31.25,31.73,30.549999,30.77,30.77,14122000,47.04285173107508,31.9019999
31,2012-07-03,30.91,31.440001,30.799999,31.200001,31.200001,8763600,49.260401507770865,31.831
