,Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA
0,1980-12-12,0.128348,0.128906,0.128348,0.128348,0.101261,469033600.0,,
1,1980-12-15,0.12221,0.12221,0.121652,0.121652,0.095978,175884800.0,,
2,1980-12-16,0.113281,0.113281,0.112723,0.112723,0.088934,105728000.0,,
3,1980-12-17,0.115513,0.116071,0.115513,0.115513,0.091135,86441600.0,,
4,1980-12-18,0.118862,0.11942,0.118862,0.118862,0.093777,73449600.0,,
5,1980-12-19,0.126116,0.126674,0.126116,0.126116,0.0995,48630400.0,,
6,1980-12-22,0.132254,0.132813,0.132254,0.132254,0.104343,37363200.0,,
7,1980-12-23,0.137835,0.138393,0.137835,0.137835,0.108746,46950400.0,,
8,1980-12-24,0.145089,0.145647,0.145089,0.145089,0.114469,48003200.0,,
9,1980-12-26,0.158482,0.15904,0.158482,0.158482,0.125035,55574400.0,,0.1296874
10,1980-12-29,0.160714,0.161272,0.160714,0.160714,0.126796,93161600.0,,0.13292400000000001
11,1980-12-30,0.157366,0.157366,0.156808,0.156808,0.123715,68880000.0,,0.1364396
12,1980-12-31,0.152902,0.152902,0.152344,0.152344,0.120193,35750400.0,,0.14040170000000002
13,1981-01-02,0.154018,0.155134,0.154018,0.154018,0.121513,21660800.0,,0.1442522
14,1981-01-05,0.151228,0.151228,0.15067,0.15067,0.118872,35728000.0,64.7354655572544,0.147433
15,1981-01-06,0.144531,0.144531,0.143973,0.143973,0.113588,45158400.0,56.11185978254201,0.14921869999999998
16,1981-01-07,0.138393,0.138393,0.137835,0.137835,0.108746,55686400.0,49.59131990829875,0.1497768
17,1981-01-08,0.135603,0.135603,0.135045,0.135045,0.106544,39827200.0,46.922193161342896,0.1494978
18,1981-01-09,0.142299,0.142857,0.142299,0.142299,0.112268,21504000.0,53.87357795487349,0.1492188
19,1981-01-12,0.142299,0.142299,0.141183,0.141183,0.111387,23699200.0,52.72942851822136,0.14748889999999998
20,1981-01-13,0.136719,0.136719,0.136161,0.136161,0.107425,23049600.0,47.80888842502351,0.14503359999999998
21,1981-01-14,0.136719,0.137277,0.136719,0.136719,0.107865,14291200.0,48.38522466077294,0.1430247
22,1981-01-15,0.139509,0.140625,0.139509,0.139509,0.110066,14067200.0,51.282054793557556,0.1417412
23,1981-01-16,0.138951,0.138951,0.138393,0.138393,0.109186,13395200.0,50.071500509599375,0.14017870000000002
